id,price_doc
30746,5703059.5
30747,15744098.0
30748,15044866.0
30749,5267438.5
30750,6340880.5
30751,2886278.25
30752,7397438.0
30753,9282554.0
30754,5662080.0
30755,4780062.5
30756,5518519.5
30757,5408752.5
30758,10876360.0
30759,5707066.0
30760,5821551.0
30761,8790688.0
30762,6897389.5
30763,12522946.0
30764,5928217.0
30765,5545246.0
30766,3507646.75
30767,10140974.0
30768,4641725.5
30769,7114204.0
30770,5821224.5
30771,3386660.75
30772,8754460.0
30773,7529757.5
30774,5647632.0
30775,12185842.0
30776,5357065.0
30777,5910344.5
30778,9522296.0
30779,6308671.5
30780,6999928.0
30781,6735703.5
30782,4555030.5
30783,5188544.0
30784,3674059.0
30785,5019608.0
30786,4086834.25
30787,6307839.5
30788,5313035.0
30789,7479513.5
30790,6078100.5
30791,10266758.0
30792,6570667.5
30793,11418866.0
30794,12704890.0
30795,10883842.0
30796,11533408.0
30797,14493126.0
30798,2804888.75
30799,10362850.0
30800,15263888.0
30801,6135552.5
30802,23585546.0
30803,2681060.5
30804,3222244.75
30805,15510898.0
30806,6516098.5
30807,5895529.0
30808,9458216.0
30809,4729866.5
30810,11631232.0
30811,4108980.25
30812,5231089.5
30813,5136680.5
30814,2676576.5
30815,3998570.75
30816,8193452.5
30817,2255430.25
30818,7941692.5
30819,8622868.0
30820,4509883.5
30821,23074060.0
30822,10079568.0
30823,7661140.0
30824,3733932.75
30825,5126230.5
30826,11120954.0
30827,5274565.0
30828,5717138.0
30829,5423887.0
30830,9127830.0
30831,5127662.0
30832,5671285.5
30833,4371135.5
30834,4171575.5
30835,6707272.5
30836,6405529.5
30837,5108725.5
30838,4212131.5
30839,5438904.0
30840,10599238.0
30841,10447766.0
30842,7764404.0
30843,5874936.0
30844,5216830.5
30845,6334948.5
30846,4230940.5
30847,6537856.5
30848,8306198.5
30849,4415750.5
30850,4031660.25
30851,5052004.0
30852,6033289.5
30853,4027432.75
30854,5369120.5
30855,7465218.0
30856,8222076.0
30857,2375139.25
30858,4206485.5
30859,5629572.5
30860,5602757.5
30861,9057736.0
30862,5683035.0
30863,5056781.5
30864,6561597.5
30865,9167496.0
30866,7164296.5
30867,5587938.5
30868,9105608.0
30869,4914910.5
30870,5434345.0
30871,8465970.0
30872,4703905.5
30873,3145142.25
30874,6537558.5
30875,5977191.0
30876,4814282.5
30877,10454532.0
30878,5450467.5
30879,10189016.0
30880,6267775.5
30881,2203583.5
30882,9307230.0
30883,3460756.5
30884,5490737.5
30885,4883961.5
30886,7374911.5
30887,5483636.0
30888,4521011.0
30889,5264146.5
30890,6823738.5
30891,3467376.5
30892,3507646.75
30893,4303460.0
30894,5763118.0
30895,4234075.5
30896,7286360.0
30897,8197488.5
30898,6869341.5
30899,6238054.5
30900,2999282.5
30901,6304017.5
30902,2223181.5
30903,6621019.0
30904,7956987.0
30905,5490737.5
30906,6395692.0
30907,11602804.0
30908,3915341.0
30909,14068792.0
30910,7349641.0
30911,4518785.0
30912,6387144.0
30913,20023550.0
30914,6315422.0
30915,8856430.0
30916,5647627.0
30917,9126232.0
30918,7161308.5
30919,4780062.5
30920,4781352.0
30921,3810525.25
30922,6008656.0
30923,2881102.25
30924,5138643.5
30925,12974006.0
30926,7009341.0
30927,7045216.0
30928,5322407.0
30929,5138643.5
30930,10841698.0
30931,11353778.0
30932,5049956.5
30933,5269266.5
30934,14963788.0
30935,6714082.5
30936,6516098.5
30937,8925366.0
30938,3944699.25
30939,9495652.0
30940,6774647.0
30941,6019433.5
30942,2958467.0
30943,6875138.0
30944,4786952.5
30945,3351588.5
30946,11789678.0
30947,6184553.0
30948,8352478.5
30949,6430683.0
30950,4619377.0
30951,19251266.0
30952,7241597.0
30953,10802354.0
30954,4793856.5
30955,6260367.5
30956,7858420.0
30957,6204745.5
30958,27575866.0
30959,7670324.0
30960,7503010.5
30961,8285918.0
30962,10924916.0
30963,3170398.0
30964,4693112.5
30965,6768582.0
30966,9730376.0
30967,13060300.0
30968,3667399.25
30969,2993047.0
30970,6645141.5
30971,11503568.0
30972,3033317.25
30973,5105953.0
30974,4874007.0
30975,6097690.0
30976,5092198.5
30977,6567920.0
30978,7507635.5
30979,3022166.25
30980,7332703.0
30981,5758832.5
30982,6906199.0
30983,3145142.25
30984,5490737.5
30985,3815438.25
30986,9796156.0
30987,7470942.0
30988,6467637.0
30989,7895900.5
30990,13213600.0
30991,8804552.0
30992,2570039.0
30993,7352702.0
30994,4884209.0
30995,7634137.0
30996,5703059.5
30997,7039149.5
30998,6521133.0
30999,7445753.0
31000,7558918.0
31001,6196919.5
31002,9539486.0
31003,7710988.5
31004,3855416.0
31005,3176125.0
31006,6515021.0
31007,4733368.0
31008,5627847.0
31009,6581464.5
31010,6566781.5
31011,4078753.0
31012,5633907.5
31013,6760635.0
31014,16602568.0
31015,8881406.0
31016,4149243.75
31017,9230690.0
31018,5599275.5
31019,4130962.5
31020,5817496.0
31021,11478200.0
31022,18715944.0
31023,9230690.0
31024,4631364.5
31025,6445352.0
31026,6655730.5
31027,4535844.0
31028,3847575.5
31029,8581200.0
31030,6678270.5
31031,8681494.0
31032,8195526.0
31033,8560912.0
31034,5246459.0
31035,10192820.0
31036,5402656.0
31037,25358608.0
31038,4271588.0
31039,8466178.0
31040,6196817.5
31041,4196857.5
31042,3506467.25
31043,5957950.0
31044,9083986.0
31045,6603033.5
31046,14963086.0
31047,7028398.5
31048,5954817.0
31049,4114871.0
31050,7767416.5
31051,6238015.5
31052,3104872.0
31053,15241710.0
31054,6307839.5
31055,5254966.0
31056,11845514.0
31057,5418903.5
31058,7150666.0
31059,3022393.0
31060,6830608.5
31061,6434917.5
31062,5697103.0
31063,3058573.0
31064,4932291.0
31065,9440426.0
31066,4361744.5
31067,7778434.0
31068,4119728.75
31069,4564122.0
31070,4651370.5
31071,2981896.0
31072,7953034.0
31073,2203583.5
31074,6225103.5
31075,6809321.0
31076,5890860.5
31077,5662789.5
31078,4016377.25
31079,5047749.5
31080,6877717.5
31081,2651811.5
31082,11135406.0
31083,4729866.5
31084,9230690.0
31085,11595554.0
31086,3729256.75
31087,4449719.0
31088,8064369.0
31089,4414505.5
31090,31846608.0
31091,2683518.25
31092,6973032.0
31093,5858498.5
31094,6310376.5
31095,4922719.5
31096,17649988.0
31097,11194144.0
31098,11140308.0
31099,11022432.0
31100,4519697.0
31101,4039765.75
31102,4947735.5
31103,10498900.0
31104,5106983.5
31105,8146211.5
31106,4453669.0
31107,9660858.0
31108,7249499.5
31109,5156805.5
31110,9169324.0
31111,8722838.0
31112,5972239.5
31113,3418680.75
31114,4884426.0
31115,5119238.5
31116,6618313.0
31117,5968897.0
31118,3145142.25
31119,2757737.5
31120,5301543.5
31121,7192968.5
31122,5675058.0
31123,4678650.0
31124,5428771.0
31125,12852936.0
31126,16690120.0
31127,5164957.5
31128,5693294.5
31129,5093983.0
31130,11752630.0
31131,7866605.0
31132,9001258.0
31133,11877496.0
31134,6889676.5
31135,10602910.0
31136,7637752.5
31137,3883181.75
31138,6340411.5
31139,3170398.0
31140,6562748.0
31141,7533795.5
31142,9385950.0
31143,4830750.0
31144,3117863.25
31145,5312764.0
31146,5450838.0
31147,12702336.0
31148,5858498.5
31149,2216410.75
31150,8071522.5
31151,2866343.0
31152,7691917.5
31153,5047084.5
31154,14649954.0
31155,6084628.5
31156,10980730.0
31157,3781223.25
31158,8748074.0
31159,6020357.5
31160,5624437.5
31161,2805804.0
31162,4653242.0
31163,5435088.5
31164,5909405.5
31165,6676495.0
31166,5498746.0
31167,5564265.5
31168,9726188.0
31169,7126747.5
31170,5495671.0
31171,11660552.0
31172,4755644.5
31173,11367498.0
31174,8764524.0
31175,18546554.0
31176,4703905.5
31177,8071522.5
31178,4026394.75
31179,4560353.0
31180,4171575.5
31181,17615492.0
31182,7400116.5
31183,8018262.0
31184,5209140.5
31185,3855416.0
31186,7784925.5
31187,3501420.5
31188,4678650.0
31189,5018601.5
31190,7745290.5
31191,10497624.0
31192,3657827.0
31193,5682749.0
31194,9715210.0
31195,6632824.0
31196,5448248.5
31197,15147354.0
31198,5478682.5
31199,6877717.5
31200,10576314.0
31201,3989480.75
31202,3889658.75
31203,6423034.5
31204,3595563.5
31205,8342959.5
31206,5316510.0
31207,4119728.75
31208,4585463.0
31209,4200736.5
31210,5789951.5
31211,7353497.5
31212,4814739.0
31213,9694790.0
31214,6822769.0
31215,4703905.5
31216,5490737.5
31217,6963009.5
31218,8127572.0
31219,3486446.75
31220,6574743.5
31221,3130127.75
31222,6967693.5
31223,9230690.0
31224,6917122.0
31225,20063784.0
31226,6152580.5
31227,9169324.0
31228,11252916.0
31229,4514845.5
31230,5781880.0
31231,3605056.75
31232,6576117.0
31233,6722458.5
31234,6709830.5
31235,5408347.5
31236,5855283.5
31237,10092788.0
31238,6877717.5
31239,12669196.0
31240,6645111.0
31241,6661091.5
31242,6880413.0
31243,2957899.25
31244,6792668.5
31245,7691219.5
31246,8778880.0
31247,5101090.5
31248,7459707.0
31249,9230690.0
31250,5402955.5
31251,6792668.5
31252,6267775.5
31253,8243327.5
31254,5968025.5
31255,11773938.0
31256,6256654.0
31257,5021869.0
31258,7569028.0
31259,12377770.0
31260,7140433.0
31261,32435976.0
31262,5490737.5
31263,6024876.5
31264,3222244.75
31265,10871028.0
31266,6928548.5
31267,3170398.0
31268,4189514.0
31269,8321315.5
31270,3855416.0
31271,4697662.0
31272,15544566.0
31273,7389064.0
31274,5347677.5
31275,5413509.5
31276,5879486.5
31277,5297015.5
31278,13825210.0
31279,15276768.0
31280,7089780.5
31281,7000949.5
31282,11478200.0
31283,6196919.5
31284,3134228.75
31285,5566541.0
31286,6689403.5
31287,9796156.0
31288,4219742.0
31289,8835234.0
31290,5969844.5
31291,5543046.0
31292,3837119.5
31293,6830608.5
31294,3222244.75
31295,17966114.0
31296,9620538.0
31297,7825084.5
31298,3775846.0
31299,9230690.0
31300,7026006.5
31301,6197979.5
31302,5294887.0
31303,8374333.0
31304,6823327.0
31305,9135978.0
31306,3269700.75
31307,5928217.0
31308,8115851.5
31309,8288928.0
31310,62054664.0
31311,5161995.0
31312,5729418.5
31313,11922348.0
31314,6722458.5
31315,9796156.0
31316,11127760.0
31317,18186106.0
31318,8111472.5
31319,6822769.0
31320,6066885.0
31321,7056736.0
31322,5949253.5
31323,8454198.0
31324,7433737.0
31325,5792937.5
31326,3756355.25
31327,7785950.0
31328,15967386.0
31329,5093983.0
31330,11171424.0
31331,8293208.0
31332,5466200.0
31333,5300917.5
31334,4189514.0
31335,6350410.5
31336,8462634.0
31337,6010694.0
31338,3989140.25
31339,4800069.5
31340,7162653.5
31341,9230690.0
31342,4619010.0
31343,3022166.25
31344,4229131.5
31345,4991849.5
31346,3170398.0
31347,9862422.0
31348,11214778.0
31349,11800858.0
31350,3519293.0
31351,5334308.5
31352,9235502.0
31353,4491192.0
31354,6663252.5
31355,9265190.0
31356,4076685.25
31357,5142500.0
31358,2521260.0
31359,6141033.0
31360,11660070.0
31361,4546746.0
31362,9830602.0
31363,4827426.5
31364,3337837.5
31365,3058573.0
31366,6635239.0
31367,9125434.0
31368,6269855.0
31369,4361029.0
31370,9005080.0
31371,8049426.5
31372,6411393.5
31373,4659199.5
31374,5581908.0
31375,5281339.0
31376,6877717.5
31377,9025954.0
31378,5420213.0
31379,34883804.0
31380,5061520.5
31381,6704313.0
31382,5189273.5
31383,7720721.0
31384,26415050.0
31385,11264974.0
31386,8157465.5
31387,13074460.0
31388,5092198.5
31389,4344664.5
31390,8158360.5
31391,5047084.5
31392,10447174.0
31393,8061743.0
31394,5040244.5
31395,4373313.5
31396,10108788.0
31397,6908006.0
31398,2283521.5
31399,10658474.0
31400,4203820.0
31401,13247910.0
31402,9606334.0
31403,4932291.0
31404,4347764.5
31405,4348771.0
31406,6528055.5
31407,3074013.0
31408,6307839.5
31409,3654481.25
31410,12053834.0
31411,7154241.5
31412,10387206.0
31413,7864132.0
31414,4534051.0
31415,14430386.0
31416,6161278.5
31417,3812060.5
31418,7493662.5
31419,8845250.0
31420,8133897.5
31421,8533138.0
31422,6394495.5
31423,6932704.0
31424,21432510.0
31425,5382278.0
31426,3575548.0
31427,6053832.5
31428,5974890.0
31429,12612542.0
31430,4591901.0
31431,5408347.5
31432,4487829.0
31433,6284588.0
31434,3170398.0
31435,10767298.0
31436,9511374.0
31437,11845514.0
31438,8452222.0
31439,8292565.0
31440,6240234.5
31441,6018122.5
31442,7494801.5
31443,9417168.0
31444,5354818.0
31445,12593650.0
31446,13907272.0
31447,6145935.5
31448,7588606.0
31449,8681682.0
31450,6486928.0
31451,6177551.0
31452,11677954.0
31453,2511278.5
31454,4998269.0
31455,7511757.5
31456,4932291.0
31457,5096845.5
31458,14888498.0
31459,10563758.0
31460,4932291.0
31461,3840652.0
31462,3595563.5
31463,5383092.0
31464,7166315.5
31465,4135258.0
31466,49801208.0
31467,3022166.25
31468,6484056.0
31469,4874007.0
31470,5119238.5
31471,12971838.0
31472,2552139.0
31473,7552543.5
31474,4397844.0
31475,7407688.5
31476,25386172.0
31477,6852074.5
31478,4986816.5
31479,6006585.5
31480,8882304.0
31481,8766428.0
31482,10114100.0
31483,7795126.5
31484,6359452.0
31485,3230634.0
31486,3195115.25
31487,4551407.0
31488,13046806.0
31489,7474194.0
31490,4639374.0
31491,5626645.5
31492,7905604.0
31493,8446372.0
31494,5612185.5
31495,4907866.0
31496,6625373.0
31497,4296437.0
31498,6649005.0
31499,10984240.0
31500,9488042.0
31501,9735882.0
31502,10188442.0
31503,5091221.5
31504,9273540.0
31505,14779512.0
31506,7374537.5
31507,6741372.0
31508,6201117.5
31509,5415288.0
31510,5245285.0
31511,4778837.5
31512,5836376.5
31513,23896560.0
31514,27057948.0
31515,2558413.75
31516,16425410.0
31517,6113461.0
31518,8061193.5
31519,6179494.5
31520,7010120.0
31521,4557765.0
31522,4219742.0
31523,6379067.5
31524,9253916.0
31525,10612312.0
31526,5498746.0
31527,6617800.0
31528,4428296.5
31529,5334818.0
31530,6174766.0
31531,8794730.0
31532,5490737.5
31533,11618320.0
31534,7887951.5
31535,8084093.0
31536,7510595.0
31537,4086834.25
31538,5062676.5
31539,3757973.5
31540,9230690.0
31541,2552166.5
31542,5208424.0
31543,3058573.0
31544,4892021.0
31545,7099345.0
31546,11845514.0
31547,6595471.0
31548,5985935.0
31549,5280152.5
31550,5181197.0
31551,5692344.5
31552,7720366.0
31553,5839890.0
31554,7836234.5
31555,4050013.0
31556,7043564.0
31557,4466938.5
31558,9796156.0
31559,2605604.75
31560,7414360.5
31561,6443050.0
31562,36806048.0
31563,3707184.25
31564,8263819.5
31565,8968574.0
31566,5762986.5
31567,16077976.0
31568,5098765.0
31569,6714082.5
31570,6494896.0
31571,5641344.0
31572,2970163.25
31573,5204694.5
31574,10853860.0
31575,5450467.5
31576,6858891.5
31577,4713549.5
31578,8332136.5
31579,5119238.5
31580,7504911.0
31581,5297289.0
31582,5241587.5
31583,8147393.0
31584,3858173.75
31585,6822769.0
31586,11787768.0
31587,14261332.0
31588,8521540.0
31589,3519293.0
31590,5586989.5
31591,4785295.5
31592,7004890.0
31593,6967237.0
31594,9091962.0
31595,5213661.5
31596,3775846.0
31597,5522153.5
31598,3332753.75
31599,6084571.5
31600,7091538.0
31601,15098938.0
31602,5130722.0
31603,17002004.0
31604,4803059.5
31605,4932291.0
31606,6238015.5
31607,6873127.5
31608,5130722.0
31609,5954734.0
31610,7245811.5
31611,6719133.5
31612,5881567.5
31613,4656528.0
31614,15630212.0
31615,9695268.0
31616,11505454.0
31617,4447346.5
31618,6759680.0
31619,10465198.0
31620,4148201.25
31621,5287167.0
31622,33773276.0
31623,10414980.0
31624,4678650.0
31625,7755765.5
31626,5631131.5
31627,7350972.0
31628,11127706.0
31629,10165698.0
31630,3769527.0
31631,5886499.5
31632,19441580.0
31633,5161521.5
31634,7723821.5
31635,12276230.0
31636,5853744.5
31637,5053713.0
31638,6390786.0
31639,3170398.0
31640,11006660.0
31641,3145142.25
31642,3300328.0
31643,5968025.5
31644,11797536.0
31645,6528055.5
31646,7958684.0
31647,5857008.0
31648,12967672.0
31649,5404730.5
31650,6282379.5
31651,10953462.0
31652,5361370.0
31653,5579578.5
31654,5718294.0
31655,4039747.5
31656,17732432.0
31657,6616762.5
31658,4206485.5
31659,7003494.0
31660,5173605.0
31661,4919229.5
31662,6790338.5
31663,3145142.25
31664,3490414.5
31665,3855416.0
31666,5217251.5
31667,8227650.5
31668,8298840.0
31669,10493580.0
31670,6792344.5
31671,5261059.0
31672,7929872.5
31673,7037918.5
31674,8382956.5
31675,7004890.0
31676,7050270.5
31677,4452363.0
31678,4392888.5
31679,7528004.0
31680,6974428.5
31681,6103096.5
31682,3418549.25
31683,6822769.0
31684,4729866.5
31685,3058573.0
31686,10026514.0
31687,10180290.0
31688,10524294.0
31689,3130127.75
31690,7477821.0
31691,3170398.0
31692,5217592.5
31693,6216676.0
31694,5948839.5
31695,6830608.5
31696,3022166.25
31697,4679089.0
31698,3022166.25
31699,5113219.5
31700,5325693.5
31701,8828022.0
31702,5549552.0
31703,8975814.0
31704,5475026.5
31705,7909369.5
31706,5817581.0
31707,10899970.0
31708,7699389.0
31709,4983894.0
31710,10692532.0
31711,7385941.0
31712,6906040.0
31713,5280152.5
31714,5014398.0
31715,4999508.0
31716,5334311.0
31717,9618062.0
31718,4814282.5
31719,7644976.0
31720,3765759.0
31721,4269629.0
31722,5675058.0
31723,5287225.5
31724,6552127.0
31725,4864045.5
31726,11267538.0
31727,7246585.5
31728,4238202.5
31729,6841523.0
31730,3418680.75
31731,7240519.5
31732,8175892.5
31733,3672338.25
31734,4303460.0
31735,3074971.75
31736,5631402.0
31737,5006814.5
31738,5164957.5
31739,4995227.5
31740,7454448.0
31741,8936906.0
31742,11932840.0
31743,7250905.0
31744,4638380.0
31745,3637166.0
31746,9437866.0
31747,4837702.0
31748,17443406.0
31749,5383092.0
31750,8294230.5
31751,7647395.0
31752,3855416.0
31753,3707184.25
31754,7363618.5
31755,8866370.0
31756,2217157.75
31757,5420678.0
31758,6273554.5
31759,6035881.5
31760,5869811.0
31761,24971378.0
31762,2539132.5
31763,11012790.0
31764,6816128.5
31765,3743591.0
31766,8287180.5
31767,3111642.75
31768,6960679.5
31769,9604334.0
31770,3657647.75
31771,3170398.0
31772,7650596.0
31773,6441551.5
31774,6521593.5
31775,10823020.0
31776,2223181.5
31777,3742287.25
31778,5978707.0
31779,8546834.0
31780,7000949.5
31781,5709009.0
31782,6518524.5
31783,3033317.25
31784,6279058.5
31785,6035304.5
31786,4889112.5
31787,6753045.5
31788,5325013.5
31789,5689497.0
31790,3170398.0
31791,8009234.0
31792,5817496.0
31793,9007350.0
31794,6841627.5
31795,6186155.5
31796,4655546.0
31797,16404218.0
31798,7896737.0
31799,5179828.0
31800,5601618.5
31801,3022166.25
31802,7376768.0
31803,7627563.5
31804,4566268.0
31805,3022166.25
31806,7250221.0
31807,5820580.5
31808,7706648.0
31809,5508957.5
31810,3779533.5
31811,5463875.5
31812,6248484.0
31813,6000769.0
31814,4977648.5
31815,5869811.0
31816,4875722.0
31817,3022166.25
31818,6615490.5
31819,5581774.0
31820,10709732.0
31821,14464638.0
31822,5059824.5
31823,4703905.5
31824,3780620.25
31825,4922420.0
31826,5555078.0
31827,6865330.0
31828,5836922.5
31829,6076765.0
31830,6361735.5
31831,2768820.5
31832,10243616.0
31833,9822930.0
31834,6208973.0
31835,4617722.0
31836,7590446.0
31837,3130127.75
31838,7605378.0
31839,4423349.0
31840,11007792.0
31841,4786952.5
31842,7389280.0
31843,3058573.0
31844,6087754.0
31845,8519490.0
31846,4889112.5
31847,4780291.5
31848,5532312.5
31849,8130272.0
31850,6722458.5
31851,10833300.0
31852,5241311.0
31853,9230690.0
31854,6661091.5
31855,4538121.0
31856,4928202.5
31857,8643324.0
31858,10858474.0
31859,28121666.0
31860,6486124.0
31861,13329830.0
31862,6880413.0
31863,9757542.0
31864,2910521.25
31865,5865325.5
31866,3088005.75
31867,8843888.0
31868,4726187.0
31869,10231952.0
31870,3431224.5
31871,4730182.5
31872,11285368.0
31873,5983407.5
31874,4746682.5
31875,5563066.5
31876,4786952.5
31877,21685892.0
31878,2980874.25
31879,8354588.5
31880,10794670.0
31881,4577818.5
31882,11850532.0
31883,4746682.5
31884,4996887.0
31885,5686107.5
31886,7367189.5
31887,8917546.0
31888,4053055.5
31889,11199908.0
31890,4665751.0
31891,3588315.75
31892,3170398.0
31893,12563208.0
31894,8247322.0
31895,3156991.5
31896,3107244.0
31897,3058573.0
31898,3858173.75
31899,4078687.0
31900,5558574.5
31901,6747517.0
31902,6808852.0
31903,5702873.0
31904,3855416.0
31905,6278073.5
31906,4148201.25
31907,3123020.5
31908,3815438.25
31909,7355574.5
31910,4305858.0
31911,3170398.0
31912,6719657.0
31913,8314772.0
31914,6663765.5
31915,6991351.0
31916,3855416.0
31917,5368077.5
31918,4991655.0
31919,6340880.5
31920,3938110.0
31921,5373977.5
31922,5498043.5
31923,13123416.0
31924,6259570.5
31925,6741216.5
31926,8265669.5
31927,11411334.0
31928,7047926.5
31929,13539716.0
31930,7650253.0
31931,6259171.0
31932,7784497.5
31933,6003111.0
31934,6001351.5
31935,4936116.5
31936,3900571.0
31937,5574667.0
31938,5504617.5
31939,5927783.0
31940,7079419.5
31941,26334940.0
31942,5244178.0
31943,7871258.0
31944,3723626.75
31945,5789397.0
31946,11362798.0
31947,8491962.0
31948,5967636.0
31949,9703128.0
31950,12880402.0
31951,4670340.0
31952,5822581.0
31953,3675233.75
31954,9945770.0
31955,5440812.0
31956,8359598.5
31957,4190030.5
31958,4563792.5
31959,11111808.0
31960,6195175.5
31961,8351805.0
31962,4656079.5
31963,6709778.5
31964,5060310.0
31965,6305238.0
31966,14289358.0
31967,12472906.0
31968,6667405.0
31969,22184954.0
31970,5587439.5
31971,4101445.5
31972,5081454.5
31973,4703905.5
31974,6755581.5
31975,4036783.0
31976,3855416.0
31977,8517874.0
31978,5034671.5
31979,4848269.0
31980,4704035.5
31981,5882758.5
31982,10025462.0
31983,10719674.0
31984,6329138.0
31985,4770452.5
31986,4189514.0
31987,5721688.5
31988,7496331.5
31989,11924708.0
31990,3368834.75
31991,8957692.0
31992,4774012.5
31993,8099275.0
31994,6830608.5
31995,6784627.0
31996,10768324.0
31997,5266441.5
31998,3123020.5
31999,5158253.0
32000,6081724.5
32001,56358436.0
32002,25044972.0
32003,9363586.0
32004,7012814.0
32005,4656237.0
32006,16568674.0
32007,9230690.0
32008,6449410.5
32009,3170398.0
32010,6960466.0
32011,5076017.5
32012,2072630.375
32013,5408347.5
32014,5347726.0
32015,7060865.5
32016,6266150.0
32017,10159478.0
32018,7077761.5
32019,5328663.5
32020,5402669.0
32021,7964803.0
32022,5121724.5
32023,4031660.25
32024,5581774.0
32025,6013494.5
32026,4238202.5
32027,7418829.0
